Lake_Name,Lake_ID,Nearest_Town,County,State
Two Island,nhd_31076200,Talmoon,Itasca,MN
Crippled Deer,nhd_31076300,Bigfork,Itasca,MN
Jingo,nhd_31076400,Bigfork,Itasca,MN
Unnamed,nhd_31076500,Bigfork,Itasca,MN
Unnamed,nhd_31076600,Bigfork,Itasca,MN
Little Rose,nhd_31076700,Talmoon,Itasca,MN
Big Rose,nhd_31076800,Talmoon,Itasca,MN
Twin,nhd_31076900,Talmoon,Itasca,MN
Upper Hatch,nhd_31077000,Talmoon,Itasca,MN
Hatch,nhd_31077100,Marcell,Itasca,MN
Weasel,nhd_31077200,Talmoon,Itasca,MN
Maple,nhd_31077300,Marcell,Itasca,MN
Elbow,nhd_31077400,Talmoon,Itasca,MN
No-ta-she-bun,nhd_31077500,Remer,Itasca,MN
White Oak,nhd_31077600,Zemple,Itasca,MN
Round,nhd_31077700,Suomi,Itasca,MN
Little Too Much,nhd_31077800,Talmoon,Itasca,MN
Little Turtle,nhd_31077900,Talmoon,Itasca,MN
Boggy,nhd_31078000,Talmoon,Itasca,MN
Long,nhd_31078100,Spring Lake (Itasca),Itasca,MN
Gunderson,nhd_31078200,Talmoon,Itasca,MN
Elbow,nhd_31078300,Jessie Lake,Itasca,MN
Little Jessie,nhd_31078400,Deer River,Itasca,MN
Taylor,nhd_31078500,Bowstring,Itasca,MN
Jessie,nhd_31078600,Talmoon,Itasca,MN
Unnamed,nhd_31078700,Spring Lake (Itasca),Itasca,MN
La Croix,nhd_31078800,Spring Lake (Itasca),Itasca,MN
Spring,nhd_31078900,Spring Lake (Itasca),Itasca,MN
Peterson,nhd_31079100,Talmoon,Itasca,MN
Goodman,nhd_31079200,Spring Lake (Itasca),Itasca,MN
Big Too Much,nhd_31079300,Talmoon,Itasca,MN
Little Peterson,nhd_31079400,Spring Lake (Itasca),Itasca,MN
South Ackerman,nhd_31079500,Spring Lake (Itasca),Itasca,MN
Goose,nhd_31079600,Spring Lake (Itasca),Itasca,MN
Little Spring,nhd_31079700,Talmoon,Itasca,MN
East,nhd_31079800,Spring Lake (Itasca),Itasca,MN
Unnamed,nhd_31079900,Wirt,Itasca,MN
David,nhd_31080000,Bigfork,Itasca,MN
Pickeral,nhd_31080100,Talmoon,Itasca,MN
Lac a Roy,nhd_31080200,Bigfork,Itasca,MN
Trestle,nhd_31080300,Talmoon,Itasca,MN
Holland,nhd_31080400,Wirt,Itasca,MN
Arrowhead,nhd_31080500,Wirt,Itasca,MN
Brush,nhd_31080600,Spring Lake (Itasca),Itasca,MN
Elm,nhd_31080700,Spring Lake (Itasca),Itasca,MN
Little Round,nhd_31080800,Spring Lake (Itasca),Itasca,MN
Crooked,nhd_31080900,Spring Lake (Itasca),Itasca,MN
Spur,nhd_31081000,Spring Lake (Itasca),Itasca,MN
Park,nhd_31081100,Spring Lake (Itasca),Itasca,MN
Ball Club,nhd_31081200,Ball Club,Itasca,MN
Bowstring,nhd_31081300,Deer River,Itasca,MN
Four Towns,nhd_31081400,Spring Lake (Itasca),Itasca,MN
Unnamed,nhd_31081500,Ball Club,Itasca,MN
Egg,nhd_31081700,Inger,Itasca,MN
First River,nhd_31081800,Inger,Itasca,MN
Tibbett,nhd_31081900,Inger,Itasca,MN
Unnamed,nhd_31082000,Inger,Itasca,MN
Tuttle,nhd_31082100,Ball Club,Itasca,MN
Little Ball Club,nhd_31082200,Deer River,Itasca,MN
Two Mile,nhd_31082300,Inger,Itasca,MN
Portage,nhd_31082400,Inger,Itasca,MN
Minni-Car-Car,nhd_31082500,Inger,Itasca,MN
Sand,nhd_31082600,Squaw Lake,Itasca,MN
Ames,nhd_31082700,Oslund,Itasca,MN
Stone Axe,nhd_31082800,Oslund,Itasca,MN
Cedar,nhd_31082900,Oslund,Itasca,MN
Beaver,nhd_31083000,Oslund,Itasca,MN
Rush Island,nhd_31083200,Talmoon,Itasca,MN
Bass,nhd_31083300,Spring Lake (Itasca),Itasca,MN
Bird's Eye,nhd_31083400,Max,Itasca,MN
Mushgee,nhd_31083500,Inger,Itasca,MN
Little Whitefish,nhd_31083600,Oslund,Itasca,MN
Noma,nhd_31083700,Wirt,Itasca,MN
Dog Fish,nhd_31083800,Wirt,Itasca,MN
Bass,nhd_31083900,Wirt,Itasca,MN
Helen,nhd_31084000,Wirt,Itasca,MN
Bug,nhd_31084100,Wirt,Itasca,MN
Killdeer,nhd_31084200,Wirt,Itasca,MN
Whitefish,nhd_31084300,Wirt,Itasca,MN
Clear,nhd_31084500,Wirt,Itasca,MN
Pine,nhd_31084600,Pomroy,Itasca,MN
Unnamed,nhd_31084700,Pomroy,Itasca,MN
Wirt,nhd_31084800,Wirt,Itasca,MN
Little Winnibigoshish,nhd_31085000,Deer River,Itasca,MN
School House,nhd_31085100,Inger,Itasca,MN
Little Cut Foot Sioux,nhd_31085200,Deer River,Itasca,MN
Little Sand,nhd_31085300,Squaw Lake,Itasca,MN
Unnamed,nhd_31085400,Inger,Itasca,MN
Goodwin,nhd_31085500,Inger,Itasca,MN
Unnamed,nhd_31085600,Inger,Itasca,MN
Cut Foot Sioux,nhd_31085700,Squaw Lake,Itasca,MN
Cut Foot Sioux(Main Bay),nhd_31085701,UNKNOWN,Itasca,MN
Cut Foot Sioux(East Bay),nhd_31085702,UNKNOWN,Itasca,MN
Deer,nhd_31085703,UNKNOWN,Itasca,MN
Wart,nhd_31085900,Squaw Lake,Itasca,MN
Unnamed,nhd_31086000,Squaw Lake,Itasca,MN
Mosomo,nhd_31086100,Max,Itasca,MN
Biauswah,nhd_31086200,Max,Itasca,MN
Greeley,nhd_31086300,Squaw Lake,Itasca,MN
Unnamed,nhd_31086400,Inger,Itasca,MN
Amik,nhd_31086500,Inger,Itasca,MN
Sunken,nhd_31086600,Squaw Lake,Itasca,MN
Simpson,nhd_31086700,Squaw Lake,Itasca,MN
Dry Creek,nhd_31086900,Inger,Itasca,MN
Unnamed,nhd_31087000,Inger,Itasca,MN
Unnamed,nhd_31087100,Inger,Itasca,MN
Unnamed,nhd_31087200,Inger,Itasca,MN
Unnamed,nhd_31087300,Squaw Lake,Itasca,MN
Alice,nhd_31087400,Squaw Lake,Itasca,MN
One Loaf,nhd_31087500,Squaw Lake,Itasca,MN
Rice,nhd_31087600,Oslund,Itasca,MN
Natures,nhd_31087700,Squaw Lake,Itasca,MN
Irene,nhd_31087800,Dora Lake,Itasca,MN
Unnamed,nhd_31087900,Dora Lake,Itasca,MN
School House,nhd_31088000,Dora Lake,Itasca,MN
Dora,nhd_31088200,Wirt,Itasca,MN
Coddington,nhd_31088300,Dora Lake,Itasca,MN
Little Calf,nhd_31088500,Pinetop,Itasca,MN
Eel,nhd_31088600,Bergville,Itasca,MN
Cloverleaf,nhd_31088700,Bergville,Itasca,MN
Unnamed,nhd_31088800,Dora Lake,Itasca,MN
Glove,nhd_31088900,Dora Lake,Itasca,MN
Unnamed,nhd_31089000,Dora Lake,Itasca,MN
Middle Pigeon,nhd_31089200,Squaw Lake,Itasca,MN
Lower Pigeon,nhd_31089300,Squaw Lake,Itasca,MN
Pigeon Dam,nhd_31089400,Max,Itasca,MN
Unnamed,nhd_31089500,Max,Itasca,MN
Round,nhd_31089600,Squaw Lake,Itasca,MN
Little Moose,nhd_31089700,Pinetop,Itasca,MN
Moose,nhd_31089800,Northome,Itasca,MN
Unnamed,nhd_31089900,Squaw Lake,Itasca,MN
Lost,nhd_31090000,Squaw Lake,Itasca,MN
Wilderness,nhd_31090100,Dunbar,Itasca,MN
Farley,nhd_31090200,Squaw Lake,Itasca,MN
Hale,nhd_31090300,Squaw Lake,Itasca,MN
Dunbar,nhd_31090400,Squaw Lake,Itasca,MN
Virgin,nhd_31090600,Squaw Lake,Itasca,MN
Sioux,nhd_31090700,Squaw Lake,Itasca,MN
Upper Pigeon,nhd_31090800,Squaw Lake,Itasca,MN
Shallow Pond,nhd_31091000,Alvwood,Itasca,MN
Hamrey,nhd_31091100,Alvwood,Itasca,MN
Wagner,nhd_31091200,Bergville,Itasca,MN
Island,nhd_31091300,Northome,Itasca,MN
Williams,nhd_31091400,Bergville,Itasca,MN
Welch,nhd_31091500,Bergville,Itasca,MN
Nesseth,nhd_31091600,Bergville,Itasca,MN
Hendrickson,nhd_31091700,Bergville,Itasca,MN
Fiske,nhd_31091800,Bergville,Itasca,MN
Bluerock,nhd_31091900,Bergville,Itasca,MN
Bergville,nhd_31092000,Bergville,Itasca,MN
Dixon,nhd_31092100,Squaw Lake,Itasca,MN
Unnamed,nhd_31092200,Orth,Itasca,MN
Rabbits,nhd_31092300,Bald Eagle Center,Itasca,MN
Tower,nhd_31092400,Pennington,Itasca,MN
Raven,nhd_31092500,Bald Eagle Center,Itasca,MN
Sugar,nhd_31092600,Cass Lake,Itasca,MN
Minny,nhd_31092700,Bald Eagle Center,Itasca,MN
Kenogama,nhd_31092800,Pennington,Itasca,MN
Morph,nhd_31092900,Pennington,Itasca,MN
Minisogama,nhd_31093000,Pennington,Itasca,MN
Bog,nhd_31093100,Pennington,Itasca,MN
South Upper Twin,nhd_31093200,Rosy,Itasca,MN
Decker,nhd_31093400,Rosy,Itasca,MN
Rosy,nhd_31093500,Rosy,Itasca,MN
Little Dixon,nhd_31093600,Rosy,Itasca,MN
Marie,nhd_31093700,Rosy,Itasca,MN
Unnamed,nhd_31093800,Rosy,Itasca,MN
Skimerhorn,nhd_31093900,Rosy,Itasca,MN
Unnamed,nhd_31094000,Houpt,Itasca,MN
Unnamed,nhd_31094100,Orth,Itasca,MN
Rice,nhd_31094200,Pennington,Itasca,MN
Coleman,nhd_31094300,Rosy,Itasca,MN
Damon,nhd_31094400,Rosy,Itasca,MN
Haskell,nhd_31094500,Alder,Itasca,MN
Tioga Mine Pit,nhd_31094600,Cohasset,Itasca,MN
Unnamed,nhd_31094900,Side Lake,Itasca,MN
Unnamed,nhd_31095400,Alder,Itasca,MN
Unnamed,nhd_31095500,Taconite,Itasca,MN
Little Ruby,nhd_31096400,Alder,Itasca,MN
Mikes,nhd_31096600,Marcell,Itasca,MN
Barrett,nhd_31096700,Craigville,Itasca,MN
Unnamed,nhd_31096800,Hill City,Itasca,MN
Unnamed,nhd_31097100,Cohasset,Itasca,MN
Bluebill Pond,nhd_31097200,Suomi,Itasca,MN
Rice Bog,nhd_31097400,Bigfork,Itasca,MN
Captain Luke,nhd_31097500,Bigfork,Itasca,MN
Fisher,nhd_31097800,Spring Lake (Itasca),Itasca,MN
Rock,nhd_31098200,Spring Lake (Itasca),Itasca,MN
Unnamed,nhd_31098300,Spring Lake (Itasca),Itasca,MN
Unnamed,nhd_31099000,Inger,Itasca,MN
Pothole,nhd_31099100,Suomi,Itasca,MN
Dishpan,nhd_31099200,Dora Lake,Itasca,MN
Fish Hatchery,nhd_31099500,Orth,Itasca,MN
Hope,nhd_31105600,Togo,Itasca,MN
Unnamed,nhd_31106100,Nashwauk,Itasca,MN
Potatoe,nhd_31106500,Taconite,Itasca,MN
Minnow,nhd_31108900,Taconite,Itasca,MN
Camp Five,nhd_31109100,Suomi,Itasca,MN
Unnamed,nhd_31109500,Bowstring,Itasca,MN
Unnamed,nhd_31109900,Dora Lake,Itasca,MN
Boiler,nhd_31110100,Suomi,Itasca,MN
Unnamed,nhd_31112200,Goodland,Itasca,MN
Unnamed,nhd_31114600,Zemple,Itasca,MN
Unnamed,nhd_31115200,Taconite,Itasca,MN
Unnamed,nhd_31115700,Talmoon,Itasca,MN
Unnamed,nhd_31117900,Craigville,Itasca,MN
Unnamed,nhd_31122300,UNKNOWN,Itasca,MN
Unnamed,nhd_31122500,Nashwauk,Itasca,MN
Carlz Pit,nhd_31123900,Keewatin,Itasca,MN
Toms,nhd_31124000,Alder,Itasca,MN
Unnamed,nhd_31124200,UNKNOWN,Itasca,MN
Finn,nhd_31124300,Marcell,Itasca,MN
Hill,nhd_31124400,Alder,Itasca,MN
Oxbow,nhd_31124600,Suomi,Itasca,MN
Roosevelt,nhd_31124700,Max,Itasca,MN
St Paul Pit,nhd_31125100,Keewatin,Itasca,MN
Draper Pit,nhd_31125900,Cort,Itasca,MN
Lind Pit,nhd_31128000,Canisteo,Itasca,MN
Jessie Pit,nhd_31128100,Canisteo,Itasca,MN
Canisteo Pit,nhd_31128200,UNKNOWN,Itasca,MN
Butler Taconite Pit # 5,nhd_31129500,UNKNOWN,Itasca,MN
Irvin,nhd_31129900,Bass Brook (subdivision),Itasca,MN
English,nhd_31130000,UNKNOWN,Itasca,MN
Seaman,nhd_31130100,Wirt,Itasca,MN
Spring,nhd_31130200,Togo,Itasca,MN
Ryan,nhd_31130400,UNKNOWN,Itasca,MN
Olson,nhd_31130600,Side Lake,Itasca,MN
LaPlant Pond,nhd_31131100,UNKNOWN,Itasca,MN
Hedmans,nhd_31131200,Zemple,Itasca,MN
Unnamed,nhd_31132200,Bengal,Itasca,MN
Canisteo Complex,nhd_31132500,UNKNOWN,Itasca,MN
Canisteo Pit,nhd_31132504,Coleraine,Itasca,MN
Diamond Pit,nhd_31132514,UNKNOWN,Itasca,MN
Larue Complex,nhd_31132600,UNKNOWN,Itasca,MN
Larue Pit,nhd_31132601,Nashwauk,Itasca,MN
Hawkin Pit,nhd_31132708,Nashwauk,Itasca,MN
Hill-Annex Complex,nhd_31132800,UNKNOWN,Itasca,MN
Perry Pit,nhd_31132902,UNKNOWN,Itasca,MN
Mesabi Chief Complex,nhd_31133000,UNKNOWN,Itasca,MN
Unnamed,nhd_31133200,Suomi,Itasca,MN
West Hill Pit,nhd_31133400,UNKNOWN,Itasca,MN
Spruce,nhd_31133500,UNKNOWN,Itasca,MN
Bullhead,nhd_31133600,UNKNOWN,Itasca,MN
Duck,nhd_31133800,UNKNOWN,Itasca,MN
Dead Horse,nhd_31133900,UNKNOWN,Itasca,MN
Little Mud,nhd_31134000,UNKNOWN,Itasca,MN
Unnamed,nhd_31134500,UNKNOWN,Itasca,MN
Beaver,nhd_31134600,UNKNOWN,Itasca,MN
Unnamed,nhd_31134700,UNKNOWN,Itasca,MN
Unnamed,nhd_31134800,UNKNOWN,Itasca,MN
Joe Fell,nhd_31134900,UNKNOWN,Itasca,MN
Unnamed,nhd_31135000,UNKNOWN,Itasca,MN
Unnamed,nhd_31135100,UNKNOWN,Itasca,MN
Unnamed,nhd_31135200,UNKNOWN,Itasca,MN
Unnamed,nhd_31135300,UNKNOWN,Itasca,MN
Unnamed,nhd_31135400,UNKNOWN,Itasca,MN
Unnamed,nhd_31135500,UNKNOWN,Itasca,MN
East Little McKewen,nhd_31135600,UNKNOWN,Itasca,MN
Unnamed,nhd_31136500,UNKNOWN,Itasca,MN
Unnamed,nhd_31136600,UNKNOWN,Itasca,MN
Unnamed,nhd_31136700,UNKNOWN,Itasca,MN
Hassings Slough,nhd_32000300,Alpha,Jackson,MN
Chandler,nhd_32000800,Jackson,Jackson,MN
Unnamed,nhd_32001400,UNKNOWN,Jackson,MN
Boot,nhd_32001500,Lakefield,Jackson,MN
Lower's,nhd_32001600,UNKNOWN,Jackson,MN
North Lower's,nhd_32001601,Bergen,Jackson,MN
South Lower's,nhd_32001602,Bergen,Jackson,MN
Independence,nhd_32001700,Jackson,Jackson,MN
Fish,nhd_32001800,Windom,Jackson,MN
Northwest Bay,nhd_32001801,UNKNOWN,Jackson,MN
Fish (Bullhead Bay),nhd_32001802,UNKNOWN,Jackson,MN
Fish (Main Lake),nhd_32001803,UNKNOWN,Jackson,MN
Richardson Slough,nhd_32001804,UNKNOWN,Jackson,MN
Summit,nhd_32001900,Windom,Jackson,MN
Loon,nhd_32002000,Jackson,Jackson,MN
Clear,nhd_32002200,Jackson,Jackson,MN
Little Spirit,nhd_32002400,Jackson,Jackson,MN
Rush,nhd_32003100,Sioux Valley,Jackson,MN
Pearl,nhd_32003300,Jackson,Jackson,MN
Summer Marsh,nhd_32004000,Lakefield,Jackson,MN
Flahtery,nhd_32004500,Lakefield,Jackson,MN
Unnamed,nhd_32004800,Wilder,Jackson,MN
Teal,nhd_32005300,Wilder,Jackson,MN
Heron,nhd_32005700,UNKNOWN,Jackson,MN
Heron (North Marsh),nhd_32005701,Heron Lake,Jackson,MN
Heron (Duck),nhd_32005702,Heron Lake,Jackson,MN
Heron (NW Bay),nhd_32005703,Heron Lake,Jackson,MN
Heron (West Bay),nhd_32005704,Heron Lake,Jackson,MN
Heron (North Heron),nhd_32005705,UNKNOWN,Jackson,MN
Heron (Division Bay),nhd_32005706,UNKNOWN,Jackson,MN
Heron (South Heron),nhd_32005707,Lakefield,Jackson,MN
Timber,nhd_32005800,Windom,Jackson,MN
Skunk,nhd_32005900,Sioux Valley,Jackson,MN
Unnamed,nhd_32006400,Sioux Valley,Jackson,MN
Round,nhd_32006900,Round Lake,Jackson,MN
Plum,nhd_32007100,UNKNOWN,Jackson,MN
Illinois,nhd_32007200,Round Lake,Jackson,MN
Iowa,nhd_32008400,Round Lake,Jackson,MN
Unnamed,nhd_32009200,UNKNOWN,Jackson,MN
Eleven,nhd_33000100,Kroschel,Kanabec,MN
Beauty,nhd_33000200,Kroschel,Kanabec,MN
Five,nhd_33000300,Giese,Kanabec,MN
Thirteen,nhd_33000500,Kroschel,Kanabec,MN
Featherbed,nhd_33000600,Kroschel,Kanabec,MN
White Lily,nhd_33000800,Kroschel,Kanabec,MN
Pomroy,nhd_33000900,Quamba,Kanabec,MN
Unnamed,nhd_33001200,Grasston,Kanabec,MN
Grass,nhd_33001300,Grass Lake,Kanabec,MN
Unnamed,nhd_33001400,Grass Lake,Kanabec,MN
Quamba,nhd_33001500,Quamba,Kanabec,MN
Spence,nhd_33001600,Mora,Kanabec,MN
Unnamed,nhd_33001700,Henriette,Kanabec,MN
Sells,nhd_33001800,Henriette,Kanabec,MN
Lake Full of Fish,nhd_33002400,Mora,Kanabec,MN
Spring,nhd_33002700,Mora,Kanabec,MN
Knife,nhd_33002800,Mora,Kanabec,MN
Pennington,nhd_33003000,Brunswick,Kanabec,MN
Lewis,nhd_33003200,Ogilvie,Kanabec,MN
Devils,nhd_33003300,Mora,Kanabec,MN
Mora,nhd_33003400,Mora,Kanabec,MN
Fish,nhd_33003600,Mora,Kanabec,MN
Telander,nhd_33003700,Mora,Kanabec,MN
Ann,nhd_33004000,Ogilvie,Kanabec,MN
Unnamed,nhd_33004200,Giese,Kanabec,MN
Unnamed,nhd_33004700,Kroschel,Kanabec,MN
Unnamed,nhd_33011000,Ogilvie,Kanabec,MN
Johnson,nhd_34001200,Rosendale,Kandiyohi,MN
Otter,nhd_34001300,UNKNOWN,Kandiyohi,MN
Mud,nhd_34002100,Rosendale,Kandiyohi,MN
Elizabeth,nhd_34002200,UNKNOWN,Kandiyohi,MN
Elizabeth (NW Wetland),nhd_34002201,Atwater,Kandiyohi,MN
Elizabeth (Main Lake),nhd_34002202,Rosendale,Kandiyohi,MN
Pay,nhd_34002300,Atwater,Kandiyohi,MN
Summit,nhd_34002700,Atwater,Kandiyohi,MN
Unnamed,nhd_34002800,Atwater,Kandiyohi,MN
Carrie,nhd_34003200,Atwater,Kandiyohi,MN
Ella,nhd_34003300,Atwater,Kandiyohi,MN
Sperry,nhd_34004000,Atwater,Kandiyohi,MN
Swenson,nhd_34004300,UNKNOWN,Kandiyohi,MN
Diamond,nhd_34004400,Atwater,Kandiyohi,MN
Schultz,nhd_34004900,Atwater,Kandiyohi,MN
Wheeler,nhd_34005100,Atwater,Kandiyohi,MN
Wheeler (southeast bay) ,nhd_34005101,UNKNOWN,Kandiyohi,MN
Wheeler (northeast bay),nhd_34005102,UNKNOWN,Kandiyohi,MN
Hubbard,nhd_34005400,Atwater,Kandiyohi,MN
Unnamed,nhd_34005600,Atwater,Kandiyohi,MN
Jesse,nhd_34006000,Spicer,Kandiyohi,MN
Calhoun,nhd_34006200,Spicer,Kandiyohi,MN
Calhoun (Crow River Dam),nhd_34006201,UNKNOWN,Kandiyohi,MN
Long,nhd_34006600,New London,Kandiyohi,MN
Unnamed,nhd_34006700,UNKNOWN,Kandiyohi,MN
Raemer,nhd_34006800,Hawick,Kandiyohi,MN
Lillian,nhd_34007200,Lake Lillian,Kandiyohi,MN
Minnetaga,nhd_34007600,Kandiyohi,Kandiyohi,MN
Bass,nhd_34007800,Spicer,Kandiyohi,MN
Green,nhd_34007900,Spicer,Kandiyohi,MN
Big Kandiyohi,nhd_34008600,Lake Lillian,Kandiyohi,MN
Unnamed,nhd_34008900,Svea,Kandiyohi,MN
Little Kandiyohi,nhd_34009600,Kandiyohi,Kandiyohi,MN
Eleanor,nhd_34009700,Willmar,Kandiyohi,MN
Kasota,nhd_34010500,Kandiyohi,Kandiyohi,MN
Swan,nhd_34010600,Kandiyohi,Kandiyohi,MN
Unnamed,nhd_34011000,Spicer,Kandiyohi,MN
Woodcock,nhd_34011200,Spicer,Kandiyohi,MN
East Twin,nhd_34011500,Spicer,Kandiyohi,MN
Henderson,nhd_34011600,Spicer,Kandiyohi,MN
West Twin,nhd_34011700,Spicer,Kandiyohi,MN
Unnamed,nhd_34011800,Spicer,Kandiyohi,MN
Elkhorn,nhd_34011900,Spicer,Kandiyohi,MN
Alvig,nhd_34012000,Spicer,Kandiyohi,MN
Unnamed,nhd_34012300,Spicer,Kandiyohi,MN
Unnamed,nhd_34012400,Spicer,Kandiyohi,MN
Thompson,nhd_34012500,Spicer,Kandiyohi,MN
Gina,nhd_34012600,Spicer,Kandiyohi,MN
Unnamed,nhd_34013200,Spicer,Kandiyohi,MN
Burr Oak,nhd_34013900,Kandiyohi,Kandiyohi,MN
Unnamed,nhd_34014000,Kandiyohi,Kandiyohi,MN
Woodcock,nhd_34014100,Spicer,Kandiyohi,MN
George,nhd_34014200,Spicer,Kandiyohi,MN
Bear,nhd_34014800,New London,Kandiyohi,MN
Holstad,nhd_34015001,New London,Kandiyohi,MN
Unnamed,nhd_34015100,New London,Kandiyohi,MN
Cedar Island,nhd_34015300,UNKNOWN,Kandiyohi,MN
Nest,nhd_34015400,Spicer,Kandiyohi,MN
Unnamed,nhd_34015600,Spicer,Kandiyohi,MN
Unnamed,nhd_34015700,Spicer,Kandiyohi,MN
Lake Monongalia,nhd_34015800,New London,Kandiyohi,MN
Lake Monongalia - main basin,nhd_34015801,UNKNOWN,Kandiyohi,MN
Lake Monongalia - Middle Fork Crow River,nhd_34015802,UNKNOWN,Kandiyohi,MN
Crow River Mill Pond (East),nhd_34015803,UNKNOWN,Kandiyohi,MN
Crow River Mill Pond(Middle),nhd_34015804,UNKNOWN,Kandiyohi,MN
Crow River Mill Pond (West),nhd_34015805,UNKNOWN,Kandiyohi,MN
Unnamed,nhd_34016000,UNKNOWN,Kandiyohi,MN
Unnamed,nhd_34016100,Georgeville,Kandiyohi,MN
Unnamed,nhd_34016400,UNKNOWN,Kandiyohi,MN
Unnamed,nhd_34016500,UNKNOWN,Kandiyohi,MN
Lake Wakanda,nhd_34016900,Svea,Kandiyohi,MN
"Wakanda, Lake (Far East)",nhd_34016901,UNKNOWN,Kandiyohi,MN
"Wakanda, Lake (East Bay)",nhd_34016902,UNKNOWN,Kandiyohi,MN
"Wakanda, Lake (Main Basin)",nhd_34016903,UNKNOWN,Kandiyohi,MN
"Wakanda, Lake (West Bay)",nhd_34016904,UNKNOWN,Kandiyohi,MN
"Wakanda, Lake (Far West)",nhd_34016905,UNKNOWN,Kandiyohi,MN
Eagle,nhd_34017100,Willmar,Kandiyohi,MN
Ringo,nhd_34017200,Spicer,Kandiyohi,MN
Unnamed,nhd_34017300,UNKNOWN,Kandiyohi,MN
Willmar,nhd_34018000,Willmar,Kandiyohi,MN
Willmar (main bay),nhd_34018001,UNKNOWN,Kandiyohi,MN
Willmar (south bay),nhd_34018002,UNKNOWN,Kandiyohi,MN
Foot,nhd_34018100,Willmar,Kandiyohi,MN
Swan,nhd_34018600,Willmar,Kandiyohi,MN
Long,nhd_34019200,Willmar,Kandiyohi,MN
Point,nhd_34019300,Spicer,Kandiyohi,MN
Unnamed,nhd_34019400,Pennock,Kandiyohi,MN
King,nhd_34019500,Willmar,Kandiyohi,MN
Skataas,nhd_34019600,Willmar,Kandiyohi,MN
Florida Slough,nhd_34020400,Norway Lake,Kandiyohi,MN
Andrew,nhd_34020600,New London,Kandiyohi,MN
Henchien,nhd_34020700,Norway Lake,Kandiyohi,MN
Middle,nhd_34020800,Norway Lake,Kandiyohi,MN
Florida,nhd_34021700,Spicer,Kandiyohi,MN
Crook,nhd_34021800,Norway Lake,Kandiyohi,MN
Unnamed,nhd_34022100,Spicer,Kandiyohi,MN
Unnamed,nhd_34022200,New London,Kandiyohi,MN
Swan,nhd_34022300,Norway Lake,Kandiyohi,MN
Games,nhd_34022400,Sunburg,Kandiyohi,MN
Unnamed (North Portion),nhd_34023501,UNKNOWN,Kandiyohi,MN
Unnamed (South Portion),nhd_34023502,UNKNOWN,Kandiyohi,MN
Unnamed,nhd_34023600,Norway Lake,Kandiyohi,MN
Unnamed,nhd_34023900,Norway Lake,Kandiyohi,MN
West Solomon,nhd_34024500,Pennock,Kandiyohi,MN
East Solomon,nhd_34024600,Willmar,Kandiyohi,MN
Unnamed,nhd_34024700,Pennock,Kandiyohi,MN
Mary,nhd_34024900,Norway Lake,Kandiyohi,MN
Norway,nhd_34025100,Sunburg,Kandiyohi,MN
Norway (Northwest),nhd_34025101,UNKNOWN,Kandiyohi,MN
Norway (Southern),nhd_34025102,UNKNOWN,Kandiyohi,MN
Reed WMA,nhd_34026200,Priam,Kandiyohi,MN
Olson,nhd_34026600,Raymond,Kandiyohi,MN
Unnamed,nhd_34026700,Raymond,Kandiyohi,MN
Unnamed,nhd_34028000,Priam,Kandiyohi,MN
Saint Johns,nhd_34028300,Pennock,Kandiyohi,MN
Swan,nhd_34028500,Pennock,Kandiyohi,MN
Church,nhd_34029200,Pennock,Kandiyohi,MN
Lindgren,nhd_34029400,Pennock,Kandiyohi,MN
West Lindgren,nhd_34029700,Pennock,Kandiyohi,MN
Knutsons,nhd_34030600,Norway Lake,Kandiyohi,MN
Unnamed,nhd_34030700,Sunburg,Kandiyohi,MN
Henjum,nhd_34031600,Norway Lake,Kandiyohi,MN
Unnamed,nhd_34031700,Norway Lake,Kandiyohi,MN
Swenson,nhd_34032100,Sunburg,Kandiyohi,MN
Unnamed,nhd_34032400,Norway Lake,Kandiyohi,MN
Unnamed,nhd_34032500,Norway Lake,Kandiyohi,MN
Unnamed,nhd_34032700,Norway Lake,Kandiyohi,MN
East Sunburg,nhd_34033600,Sunburg,Kandiyohi,MN
Brenner,nhd_34033900,Sunburg,Kandiyohi,MN
Ole,nhd_34034200,Sunburg,Kandiyohi,MN
Deer,nhd_34034400,Sunburg,Kandiyohi,MN
Blaamyhre,nhd_34034500,Sunburg,Kandiyohi,MN
Hefta,nhd_34034700,Sunburg,Kandiyohi,MN
Unnamed,nhd_34034800,Sunburg,Kandiyohi,MN
Unnamed,nhd_34035000,Sunburg,Kandiyohi,MN
Berg's Slough,nhd_34035100,UNKNOWN,Kandiyohi,MN
Glesne,nhd_34035200,Sunburg,Kandiyohi,MN
Unnamed,nhd_34035300,Sunburg,Kandiyohi,MN
Unnamed,nhd_34035500,Sunburg,Kandiyohi,MN
Crook,nhd_34035700,Sunburg,Kandiyohi,MN
Sunburg,nhd_34035900,Sunburg,Kandiyohi,MN
Unnamed,nhd_34036100,UNKNOWN,Kandiyohi,MN
Unnamed,nhd_34036500,Hawick,Kandiyohi,MN
Unnamed,nhd_34039000,New London,Kandiyohi,MN
Unnamed,nhd_34039100,New London,Kandiyohi,MN
Unnamed,nhd_34040600,UNKNOWN,Kandiyohi,MN
Unnamed,nhd_34040700,UNKNOWN,Kandiyohi,MN
Unnamed,nhd_34040800,UNKNOWN,Kandiyohi,MN
Unnamed,nhd_34042500,Sunburg,Kandiyohi,MN
