Event,Event_Original,County,State,Waterbody.Name,Station.Name,WBIC,Site.Seq.No,Swims.Station.Id,Fishkill.Inv.Seq.No,Investigation.Start.Date,Season,Season1,Year,Stream.Miles.or.Lake.Acres.Affected,Cause.Category,Cause.Type,Mortality.Code,Confidence.Of.Cause.Code,Cause.Group,Cause.Detail,Investigation.Start.Month,Min.Kill.Size,Max.Kill.Size,Sunnies,Bluegill,Crappie,Bass,Bullhead,Suckerfish,Trout,Gizzard.Shad,Round.Goby,Cisco,Pike,Snail,Muskies,Walleye,Carp,Freshwater.Drum,Perch,Catfish,Sculpin,Stickleback,Minnow,Bigmouth.Buffalo,Pumpkinseed,Drum,Darter,Dace,Chub,Crayfish,Shorthead.Redhorse,Frogs,Sunfish,Golden.Shiner,Bowfin,Dogfish,Sturgeon,Fish.Species
236,236,MANITOWOC,WI,POINT CREEK,POINT CREEK,66000,104438,104438,37,3-Dec-04,Winter,Winter,2004,2.5,ANTHROPOGENIC,TOXICITY,SELECTIVE,SUSPECTED,ANTHROPOGENIC,ANTHROPOGENIC CONDITION,Dec,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
239,239,MANITOWOC,WI,UNNAMED SINGLE-LINE STREAM T17N-R23E-S15,FISCHER CREEK (UNNAMED TRIBUTARY TO),5025420,104444,104444,69,12-Oct-05,Winter,Winter,2005,2,ANTHROPOGENIC,TOXICITY,TOTAL,KNOWN,ANTHROPOGENIC,ANTHROPOGENIC CONDITION,Oct,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
240,240,MANITOWOC,WI,UNNAMED SINGLE-LINE STREAM T20N-R23E-S2,UNNAMED TRIBUTARY TO FRANCIS CREEK,5021650,22762298,10022867,838,14-Mar-08,Winter,Winter,2008,2,ANTHROPOGENIC,TOXICITY,SELECTIVE,KNOWN,ANTHROPOGENIC,ANTHROPOGENIC CONDITION,Mar,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
241,241,MANITOWOC,WI,UNNAMED SINGLE-LINE STREAM T21N-R22E-S9,UNNAMED TRIBUTARY TO DEVILS CREEK US @ ZANDER ROAD,5019923,66798633,10038473,3159,10-Sep-12,Summer,Summer,2012,NA,ANTHROPOGENIC,ANTHROPOGENIC CONDITION,TOTAL,KNOWN,ANTHROPOGENIC,ANTHROPOGENIC CONDITION,Sep,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
286,286,MILWAUKEE,WI,OAK CREEK,OAK CREEK,14500,104409,104409,772,26-Jul-07,Summer,Summer,2007,NA,UNKNOWN,TOXICITY,SELECTIVE,UNKNOWN,ANTHROPOGENIC,ANTHROPOGENIC CONDITION,Jul,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
287,287,MILWAUKEE,WI,OAK CREEK,"OAK CREEK US OF 15TH AVE, N OF BEECH ST",14500,7539,413913,3081,16-Aug-12,Summer,Summer,2012,1,ANTHROPOGENIC,TOXICITY,TOTAL,SUSPECTED,ANTHROPOGENIC,ANTHROPOGENIC CONDITION,Aug,Large Number,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4
295,295,MONROE,WI,BEAVER CREEK,BEAVER CREEK_BOSSARD EVANS PARK,1659000,22952257,10028727,1110,6-May-08,Summer,Winter,2008,0,ANTHROPOGENIC,TOXICITY,TOTAL,KNOWN,ANTHROPOGENIC,ANTHROPOGENIC CONDITION,May,Fair Number,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2
296,296,MONROE,WI,TOMAH LAKE,LAKE TOMAH_GENERAL LAKE STATION,1342100,122581,10004111,44,4-Apr-05,Summer,Winter,2005,225,ANTHROPOGENIC,ENVIRONMENTAL CONDITION,SELECTIVE,UNKNOWN,ANTHROPOGENIC,ANTHROPOGENIC CONDITION,Apr,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
304,304,OCONTO,WI,LAKE MICHIGAN,GREEN BAY,20,104410,104410,778,14-Aug-07,Summer,Summer,2007,1,ANTHROPOGENIC,ANTHROPOGENIC CONDITION,SELECTIVE,SUSPECTED,ANTHROPOGENIC,ANTHROPOGENIC CONDITION,Aug,Excludable,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
306,306,OCONTO,WI,LITTLE SUAMICO RIVER,LITTLE SUAMICO RIVER,411800,104426,104426,66,27-Sep-05,Summer,Summer,2005,3,ANTHROPOGENIC,ENVIRONMENTAL CONDITION,SELECTIVE,SUSPECTED,ANTHROPOGENIC,ANTHROPOGENIC CONDITION,Sep,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
307,307,OCONTO,WI,LITTLE SUAMICO RIVER,LITTLE SUAMICO RIVER AT JAWORSKI RD,411800,7700,433065,1572,26-Aug-09,Summer,Summer,2009,2,ANTHROPOGENIC,TOXICITY,SELECTIVE,SUSPECTED,ANTHROPOGENIC,ANTHROPOGENIC CONDITION,Aug,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
308,308,OCONTO,WI,OCONTO RIVER,OCONTO RIVER (DAM AT STILES TO HWY J BRIDGE),440200,104423,104423,59,19-Jul-05,Summer,Summer,2005,3,ANTHROPOGENIC,TOXICITY,SELECTIVE,SUSPECTED,ANTHROPOGENIC,ANTHROPOGENIC CONDITION,Jul,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
310,310,OCONTO,WI,OCONTO RIVER,OCONTO RIVER AT OCONTO STH 41,440200,7647,433002,1352,5-May-09,Summer,Winter,2009,5,ANTHROPOGENIC,TOXICITY,SELECTIVE,KNOWN,ANTHROPOGENIC,ANTHROPOGENIC CONDITION,May,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
314,314,OCONTO,WI,WHITE POTATO LAKE,WHITE POTATO LAKE_GENERAL LAKE STATION,515100,121868,10004133,107,14-Apr-07,Summer,Winter,2007,2,ANTHROPOGENIC,TOXICITY,SELECTIVE,SUSPECTED,ANTHROPOGENIC,ANTHROPOGENIC CONDITION,Apr,Few,,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1
360,360,ONEIDA,WI,SOUTH TWO LAKES,SOUTH TWO LAKE_GENERAL LAKE STATION,1015500,113165,10004328,1224,7-Jul-08,Summer,Summer,2008,214,UNKNOWN,UNKNOWN,SELECTIVE,UNKNOWN,ANTHROPOGENIC,UNKNOWN,Jul,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
371,371,OUTAGAMIE,WI,FOX RIVER,FOX RIVER,117900,22753871,10022838,812,30-Oct-07,Winter,Winter,2007,NA,ANTHROPOGENIC,ENVIRONMENTAL CONDITION,SELECTIVE,SUSPECTED,ANTHROPOGENIC,ANTHROPOGENIC CONDITION,Oct,UNKNOWN,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
373,373,OUTAGAMIE,WI,FOX RIVER,FOX RIVER,117900,22753871,10022838,1881,30-Aug-10,Summer,Summer,2010,1,ANTHROPOGENIC,ANTHROPOGENIC CONDITION,SELECTIVE,SUSPECTED,ANTHROPOGENIC,ANTHROPOGENIC CONDITION,Aug,Massive,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
376,376,OUTAGAMIE,WI,NO OFFICIAL WATERBODY NAME,FOX RIVER AT NEENAH PAPER,99999,52272672,10034575,2461,10-Oct-11,Winter,Winter,2011,NA,ANTHROPOGENIC,ANTHROPOGENIC CONDITION,SELECTIVE,KNOWN,ANTHROPOGENIC,ANTHROPOGENIC CONDITION,Oct,Large Number,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
432,432,RICHLAND,WI,SMITH HOLLOW CREEK,SMITH HOLLOW CRTEEK,1223000,104412,104412,25,17-Jul-04,Summer,Summer,2004,0.4,ANTHROPOGENIC,TOXICITY,SELECTIVE,KNOWN,ANTHROPOGENIC,ANTHROPOGENIC CONDITION,Jul,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
433,433,RICHLAND,WI,UNNAMED SINGLE-LINE STREAM T11N-R2W-S8,"UNNAMED STREAM (1192200) S OF ELK CREEK RD  T11N, R2W, STR. 8-5",1192200,30444081,10030543,2759,27-Apr-11,Summer,Winter,2011,1.7,ANTHROPOGENIC,TOXICITY,TOTAL,KNOWN,ANTHROPOGENIC,ANTHROPOGENIC CONDITION,Apr,Fair Number,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
434,434,RICHLAND,WI,WILLOW CREEK,WILLOW CREEK,1220900,104411,104411,24,17-Jul-04,Summer,Summer,2004,11.25,ANTHROPOGENIC,TOXICITY,SELECTIVE,KNOWN,ANTHROPOGENIC,ANTHROPOGENIC CONDITION,Jul,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1
454,454,SAUK,WI,NORTH BRANCH HONEY CREEK,NORTH BRANCH HONEY CREEK - HONEY CREEK NORTH (LELAND) BRANCH AT CTY PF TO SKY VIEW RD.,1255600,128780,10011070,3513,20-Nov-13,Winter,Winter,2013,2.65,ANTHROPOGENIC,TOXICITY,TOTAL,KNOWN,ANTHROPOGENIC,ANTHROPOGENIC CONDITION,Nov,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
471,471,ST. CROIX,WI,RUSH RIVER,RUSH RIVER - CTH Y SEC 35 T23 R17W,2440300,10106,563043,2010,18-Apr-11,Summer,Winter,2011,4,ANTHROPOGENIC,TOXICITY,SELECTIVE,SUSPECTED,ANTHROPOGENIC,ANTHROPOGENIC CONDITION,Apr,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2
481,481,TREMPEALEAU,WI,TREMPEALEAU RIVER,TREMPEALEAU RIVER,1769900,18614366,10020901,3485,5-Nov-13,Winter,Winter,2013,4,ANTHROPOGENIC,TOXICITY,SELECTIVE,KNOWN,ANTHROPOGENIC,ANTHROPOGENIC CONDITION,Nov,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
484,484,VERNON,WI,JERSEY VALLEY LAKE,JERSEY VALLEY LAKE_GENERAL LAKE STATION,1191600,122483,10005952,40,9-Mar-05,Winter,Winter,2005,51,ANTHROPOGENIC,TOXICITY,SELECTIVE,SUSPECTED,ANTHROPOGENIC,ANTHROPOGENIC CONDITION,Mar,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
485,485,VERNON,WI,RUNGE HOLLOW LAKE,RUNGE HOLLOW LAKE 2003 SURVEY,1642400,133674,10015157,2042,12-May-11,Summer,Winter,2011,45,UNKNOWN,UNKNOWN,SELECTIVE,SUSPECTED,ANTHROPOGENIC,UNKNOWN,May,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
487,487,VERNON,WI,SOUTH BRANCH CREEK,SOUTH BRANCH CREEK - SOUTH BRANCH BARABOO RIVER STATION #3 BRIDGE ON ST. PATRICK RD.,1289800,129143,10011295,2119,2-Jun-11,Summer,Summer,2011,12,ANTHROPOGENIC,TOXICITY,TOTAL,KNOWN,ANTHROPOGENIC,ANTHROPOGENIC CONDITION,Jun,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
488,488,VERNON,WI,UNNAMED SINGLE-LINE STREAM T13N-R7W-S29,UN CR (INTERMITTENT TRIB. TO),1643300,104462,104462,87,16-Jul-01,Summer,Summer,2001,2.9,NATURAL,ENVIRONMENTAL CONDITION,TOTAL,SUSPECTED,ANTHROPOGENIC,COMPOUND ENVIRONMENTAL STRESS,Jul,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
489,489,VERNON,WI,WEST BRANCH BARABOO RIVER,WEST BRANCH OF THE BARABOO RIVER,1288400,104464,104464,105,17-Mar-07,Winter,Winter,2007,0,UNKNOWN,UNKNOWN,SELECTIVE,SUSPECTED,ANTHROPOGENIC,ANTHROPOGENIC CONDITION,Mar,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
500,500,WALWORTH,WI,SUGAR CREEK,SUGAR CREEK AT POTTER ROAD,752100,25582390,10029083,2699,11-Jun-12,Summer,Summer,2012,3.5,ANTHROPOGENIC,ANTHROPOGENIC CONDITION.,SELECTIVE,SUSPECTED,ANTHROPOGENIC,ANTHROPOGENIC CONDITION,Jun,Excludable,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
555,555,WINNEBAGO,WI,LAKE BUTTE DES MORTS,LAKE BUTTE DES MORTS,139900,104478,104478,260,22-May-07,Summer,Winter,2007,0.01,ANTHROPOGENIC,ANTHROPOGENIC CONDITION,SELECTIVE,KNOWN,ANTHROPOGENIC,ANTHROPOGENIC CONDITION,May,Excludable,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
587,587,WINNEBAGO,WI,NO OFFICIAL WATERBODY NAME,COUNTRY CLUB ROAD PRIVATE POND,99999,52261523,10034568,2459,26-Sep-11,Summer,Summer,2011,1,ANTHROPOGENIC,TOXICITY,SELECTIVE,SUSPECTED,ANTHROPOGENIC,ANTHROPOGENIC CONDITION,Sep,Large Number,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
592,592,WOOD,WI,EAST BRANCH YELLOW RIVER,EAST FORK YELLOW RIVER-UPSTREAM CTY. Y,1373200,17631743,10017402,2561,25-Aug-11,Summer,Summer,2011,5,ANTHROPOGENIC,TOXICITY,SELECTIVE,KNOWN,ANTHROPOGENIC,ANTHROPOGENIC CONDITION,Aug,UNKNOWN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120,120,DOOR,WI,CLARK LAKE,CLARK LAKE - CLARK LAKE,97700,2970,155001,3351,24-Jul-13,Summer,Summer,2013,0.25,UNKNOWN,UNKNOWN,SELECTIVE,UNKNOWN,UNKNOWN,UNKNOWN,Jul,Excludable,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
1,1,BARRON,WI,BUTTERNUT LAKE,BUTTERNUT LAKE_GENERAL LAKE STATION,2105800,109402,10000789,431,5-Jun-07,Summer,Summer,2007,141,NATURAL,INFECTIOUS AGENTS,SELECTIVE,SUSPECTED,INFECTIOUS,UNKNOWN INFECTIOUS AGENT,Jun,Fair Number,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
